accession	sample_title	breed	scientific_name	sex	center_name
SAMN05803879	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN05803880	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02842707	CANADIAN PIONEER 9611884	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843150	CIRCLE T MR LOU	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843153	GOLD STAR POLLED 5D	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843059	ENOS 84E	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843062	FLASHPOINT 91F	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841107	FREEDOM 178F ET	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839600	DAVIDSON PLD BLK JIM 6L	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843070	VV MEGALITH 26M	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839601	PANDA NICKLEBACK 352N	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843075	PANDA NO DOUBT 351N	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843088	DEG PESO 286P	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843071	DF PROFIT 5P	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843076	RWG ROYAL RESERVE 5066	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843077	VV RALLY LOU 16R	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843089	VV RAISIN LOU 33R	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843072	VV TIREE 150T	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839602	LEIDIG 70556/27	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839603	BELGRAD 62837	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839604	AHAB (0587219)	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843073	TLR 35C COCOA	Gelbvieh	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN05803881	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN05803882	Bos Taurus Sample		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02843132	FOUR SQUARE LEONARD 25L	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843090	TF BEAU MODE 23X	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843091	VICTORIOUS K47 U81	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843109	WSF PRL JUSTA BANNER	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843097	STANN'S MR BEEF 2F	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843133	JUSTAMERE BRIGADIER 930K	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841108	96 STANDARD ADVANCE 81N	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843068	LCI ET HIGH VOLTAGE 80S	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843092	STLBRK GILEAD 67K	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843098	GLEN POUNDMAKER 28U	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843134	RLOA ULTIMO ET 74U	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142997	REMITALL KEYNOTE 20X	Hereford	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02843111	SNS SILVER PRAIRIE 50B	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843112	MM RSM STOCKMASTER 512	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN01915353	SIR KING HERC SHILOH 26G	Hereford	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02843113	BP 146D SANDMAN 108J	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843099	AGA 121G STANMORE 20J	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839605	C 82F MICKS KAPTAIN 82K	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841111	LPG 82B STANDARD LAD 59K	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841112	K 64H RIBSTONE LAD 157K	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841113	REMITALL ONLINE 122L	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839606	HF 4L BEYOND 36N	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842709	PPPH_39T	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842710	NAC_112T	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02142996	CH DOMINO 053	Hereford	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02841114	STANDRD LAD 656 4ET	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841115	TEX PRIME TIME	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843135	HH HOME BUILDER	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843093	OR DOM 549 F243	Hereford	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02143002	BT CL DOMINO 15G	Hereford	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02143004	IHRY GK RACE	Hereford	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02143003	FELTONS 517	Hereford	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN09519608	HOL840M003012503598	Holstein	Bos taurus	male	University of Alberta
SAMN09519607	HOL840M003013523361	Holstein	Bos taurus	male	University of Alberta
SAMN09519616	HOL840M003014334782	Holstein	Bos taurus	male	University of Alberta
SAMN09519617	HOL840M003123600774	Holstein	Bos taurus	male	University of Alberta
SAMN09519623	HOL840M003123600913	Holstein	Bos taurus	male	University of Alberta
SAMN09519621	HOL840M003124584834	Holstein	Bos taurus	male	University of Alberta
SAMN09519624	HOL840M003124720445	Holstein	Bos taurus	male	University of Alberta
SAMN09519604	HOL840M003125079126	Holstein	Bos taurus	male	University of Alberta
SAMN09519618	HOL840M003125170885	Holstein	Bos taurus	male	University of Alberta
SAMN09519610	HOL840M003125479421	Holstein	Bos taurus	male	University of Alberta
SAMN09519630	HOL840M003128043640	Holstein	Bos taurus	male	University of Alberta
SAMN09519631	HOL840M003128043644	Holstein	Bos taurus	male	University of Alberta
SAMN09519615	HOL840M003128792954	Holstein	Bos taurus	male	University of Alberta
SAMN09519622	HOL840M003129016258	Holstein	Bos taurus	male	University of Alberta
SAMN09519614	HOL840M003129038218	Holstein	Bos taurus	male	University of Alberta
SAMN09519634	HOL840M003129128755	Holstein	Bos taurus	male	University of Alberta
SAMN09519619	HOL840M003130641747	Holstein	Bos taurus	male	University of Alberta
SAMN09519625	HOL840M003130854065	Holstein	Bos taurus	male	University of Alberta
SAMN09519633	HOL840M003131131453	Holstein	Bos taurus	male	University of Alberta
SAMEA4447823			Bos taurus		
SAMEA4447814			Bos taurus		
SAMN08612438	Model organism or animal sample from Bos taurus		Bos taurus	female	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA4447787			Bos taurus		
SAMEA4447792			Bos taurus		
SAMN08612443	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612448	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612380	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612449	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612450	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612451	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612452	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612440	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612381	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612382	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612439	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612383	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612384	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612385	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612386	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612387	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612388	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612389	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612390	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612392	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612393	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612441	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612394	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612395	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612396	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612397	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612398	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612399	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612400	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612401	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612444	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612402	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612403	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612404	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612405	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612406	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612453	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612407	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612442	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612408	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612409	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612410	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612445	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612411	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612412	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612413	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612414	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612446	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612415	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612416	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612417	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612454	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612455	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612418	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612456	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612419	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612420	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612421	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612422	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02843168	AGRO ACRES MARQUIS NED	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN08612447	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612423	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02841117	A PUGET-SOUND SHEIK	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841118	WILLOWHOLME MARK ANTHONY	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843156	GLENRIDGE CITAMATT	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN08612424	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612425	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA3390153	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390154	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612426	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02842701	MEADOLAKE JUBILANT ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN08612427	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02843157	SHOREMAR MASON	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843158	SHOREMAR MILAN	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842711	COMESTAR LEE	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02841109	COMESTAR OUTSIDE	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA3390160	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN02843160	BRAEDALE GOODLUCK	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843139	PURSUIT SEPTEMBER STORM	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843161	PENNVIEW INCOME	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843162	COMESTAR STORMATIC	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843169	BOFRAN LUCKY STAR	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843124	GILLETTE FINAL CUT	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843163	Stantons Steady	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843125	GILLETTE WINDBROOK	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843120	KARONA BONAIR	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843154	STANTONS SIDNEY	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA3869562	G1		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612428	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA32991418	Holstein		Bos taurus		UNIBE-IG
SAMN09519626	HOLCANM000012192478		Bos taurus	male	University of Alberta
SAMN02841119	DUDOC MR BURNS	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843170	VIEUXSAULE MALICIEUX	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN09519627	HOLCANM000109127990	Holstein	Bos taurus	male	University of Alberta
SAMN09519605	HOLCANM000109243044	Holstein	Bos taurus	male	University of Alberta
SAMEA3682654	A transposable element insertion in APOB causes cholesterol deficiency in Holstein cattle	Holstein	Bos taurus		UNIBE-IG
SAMEA19871668	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644737	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3113485	Congenital increased muscular tonus in a Holstein calf - how new molecular genetic techniques can shed light on previously undefinable rare diseases.	Holstein	Bos taurus		UNIBE-IG
SAMEA4644729	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644732	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644731	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA19325668	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644746	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644736	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5159879	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644753	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3682653	A transposable element insertion in APOB causes cholesterol deficiency in Holstein cattle	Holstein	Bos taurus		UNIBE-IG
SAMEA4644738	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5159857	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644748	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5159855	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA19874668	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32990668	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5159859	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32992168	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5159860	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644733	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3706816	Rapid Discovery of De Novo Deleterious Mutations in Cattle Using Genome Sequence Data: Enhancing the Value of Farm Animals as Model Species		Bos taurus		UNIBE-IG
SAMEA4644761	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5714977	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5714978	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32983918	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3706815	Rapid Discovery of De Novo Deleterious Mutations in Cattle Using Genome Sequence Data: Enhancing the Value of Farm Animals as Model Species		Bos taurus		UNIBE-IG
SAMEA3869559	25124		Bos taurus		INRA JOUY-EN-JOSAS
SAMN11479477	Model organism or animal sample from Bos taurus		Bos taurus	female	INRA
SAMEA3390151	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612457	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612429	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA3390140	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390152	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390141	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612430	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA3390142	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390143	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390144	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390145	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390155	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390156	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390157	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390146	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390147	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390159	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390139	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390148	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612431	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA3390149	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390162	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390163	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612432	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612458	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02842716	PICSTON SHOTTLE-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843114	CAROL PRELUDE MTOTO ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA33004168	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN02843126	AMIGHETTI NUMERO UNO ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159878	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3390150	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612459	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612433	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612434	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612460	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA33000418	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32983168	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32984668	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3706814	Rapid Discovery of De Novo Deleterious Mutations in Cattle Using Genome Sequence Data: Enhancing the Value of Farm Animals as Model Species		Bos taurus		UNIBE-IG
SAMEA4644759	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644751	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA3706830	Lethal chondrodysplasia in a family of Holstein cattle is due to a de novo mutation in the COL2A1 gene	Holstein	Bos taurus		UNIBE-IG
SAMN08612461	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA3390158	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390164	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN08612462	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612435	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612436	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA3390161	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN02843140	DUNCAN PROGRESS-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843180	DIXIE-LEE AARON-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843171	KLASSIC MERRILL LYNCH-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843155	INDIANHEAD RED-MARKER-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843181	RICECREST MARSHALL-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN08612463	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02843164	CANYON-BREEZE ALLEN-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
